HGNC symbol	Chromosome Name	Gene Start (bp)	Gene End (bp)
WFDC11	20	44277202	44298909
TPTE2P3	13	53063128	53161222
	15	41901664	41904925
	18	37646250	37679197
MIR626	15	41983783	41983876
RPL17P45	18	37723890	37724468
	15	42010568	42010870
RNU7-145P	18	38052785	38052846
	15	42062954	42064930
	15	42117297	42120134
WFDC10B	20	44313292	44333658
	GL000231.1	21878	21950
	18	39047395	39212149
TMPRSS15	21	19641433	19858197
RNA5SP393	15	42144111	42144227
MIR4310	15	42158693	42158749
	15	78285747	78287631
	15	42184991	42190773
WFDC13	20	44330655	44337456
MIR1827	15	78330873	78330937
	15	78383514	78383639
	18	39369127	39369360
	15	42188137	42189031
	18	39399018	39399386
	15	78433585	78435515
	15	42213615	42221081
SPINT4	20	44350990	44354469
	18	39669276	39669716
	15	42264961	42291292
	15	78542844	78556498
	15	42298330	42302315
	15	78573292	78574532
	15	78582869	78583563
HSF1	HG243_PATCH	145346494	145369625
	15	78585628	78588391
	15	78674915	78675497
	15	78772399	78774162
	15	78881465	78883618
LINC00907	18	39739247	40271387
	15	78918237	78920535
RAD54L2	HG186_PATCH	51579011	51701025
IDH3B	20	2639041	2644865
MRPS31P4	13	53191693	53211581
	15	78952986	79027837
KATNAL2	18	44497455	44627658
WFDC3	20	44376583	44420571
MIR759	13	53384179	53384274
PPIAP26	13	53394632	53395153
LINC01065	13	53720674	53725943
PCDH8P1	13	53774116	53776547
CASS4	20	54987168	55034396
RN7SL618P	13	53832212	53832505
	13	53941980	53942091
RPL18P11	15	78953389	78953918
LINC00558	13	54389554	54450254
	15	79044449	79045715
LINC00458	13	54689924	54707001
RPL21P116	15	79155589	79156071
	21	29488413	29600986
	13	54690611	54690986
RNU6-415P	15	79191182	79191278
MIR627	15	42491768	42491864
	15	79271231	79278268
RPL13AP25	13	55014839	55015450
	15	42500611	42519188
NCAM2	21	22370633	22915650
	15	79406635	79406701
	13	55380002	55380092
	21	29811667	30047170
	15	42605885	42606584
MIR5007	13	55748589	55748683
HNF4GP1	13	56573334	56574582
SPATA2P1	13	56788507	56791076
LINC00161	21	29911640	29912677
	13	57133758	57133859
	15	79484049	79576287
RN7SKP6	13	57459418	57459736
PRR20FP	13	57747587	57747766
RNU6-872P	21	30115530	30115613
MTCO2P3	13	57778513	57778933
HSPD1P7	21	30259602	30261594
PPP1R14D	15	41107650	41120907
SLC25A5P4	13	57888873	57890043
THUMPD1P1	21	30274101	30276019
RPL23P2	21	30369934	30370354
MIR184	15	79502130	79502213
	15	42640301	42704515
	21	30396576	30397211
HNRNPCP3	15	79528674	79529548
RPL31P53	13	57965305	57965652
	21	30430394	30432416
RNA5SP30	13	58565484	58565598
	15	79631072	79631156
LINC00374	13	58785831	58807251
RPL12P9	21	30500022	30500509
	15	79705700	79706228
	21	30511604	30511705
RNY4P29	13	59101789	59101885
	21	30552747	30552960
CTAGE16P	13	59102749	59105160
	15	79851598	79852646
	21	30554348	30560116
DGAT1	HG243_PATCH	145371194	145381813
DNAJA1P1	13	59325181	59326367
	15	79960684	79961158
HMGN2P39	13	59584466	59584738
FAM227B	15	49619159	49913128
POLR3KP1	13	59645596	59645937
LINC00189	21	30565801	30660526
	15	80035653	80035810
RPP40P2	13	59836814	59837525
RNU7-88P	13	60054204	60054266
	15	80044031	80044391
DIAPH3-AS1	13	60586885	60618491
RN7SL375P	13	60608601	60608896
DIAPH3-AS2	13	60718832	60727639
MC5R	18	13824154	13826861
	20	60880488	60881381
RNY4P28	13	60761872	60761964
LINC00434	13	60788486	60789080
MIR4758	20	60907543	60907613
TARDBPP2	13	60848910	60850140
	13	61026838	61026919
	20	60928051	60931536
RNA5SP31	13	61187742	61187868
EIF4A1P6	13	61211022	61212231
SERPINH1P1	9	34318405	34319653
LINC00378	13	61259333	61268662
MC2R	18	13882043	13915706
	9	34389941	34390049
	20	61004604	61006568
RN7SKP24	9	34478620	34478903
RNY3P5	13	61363694	61363795
	20	61052926	61053650
	9	34521525	34524239
LACTB	15	63413999	63434260
RNY4P31	13	61390831	61390923
	20	61088965	61091152
	13	61491176	61494141
	9	34546522	34546994
MIR3169	13	61773932	61774014
GAPDHP14	21	30594642	30595578
	13	62334417	62334509
RAC1P8	13	62379283	62379809
C20orf166-AS1	20	61141550	61148733
CNTFR-AS1	9	34568013	34582827
BACH1-IT1	21	30723955	30734215
	13	62501223	62501405
LINC00358	13	62578226	62603681
BLM	15	91260558	91358859
	21	30731323	30731774
MIR1-1	20	61151510	61151586
LINC01075	13	62798230	62824080
	9	34661900	34666026
MIR133A2	20	61162119	61162220
	9	34665662	34681295
RPL7P3	20	61169878	61170591
LINC01074	13	62895438	62896531
RNA5SP454	18	39850554	39850680
RNU6-443P	18	41412124	41412230
LINC00459	13	62897790	62902966
	20	61172797	61174714
	18	41619436	41620105
MRPL39	21	26957968	26979829
FAM205B	9	34832292	34838583
RPL32P28	13	62902121	62902517
RNA5SP455	18	41651548	41651666
	20	61265033	61266856
KRT8P5	18	41900765	41902222
	20	61265124	61267214
SCRT1	HG243_PATCH	145387965	145391184
SQSTM1P1	13	62980191	62981049
	18	41903401	42111662
LINC00448	13	63246418	63306492
	20	61294371	61298076
	18	42256892	42259682
LINC00376	13	63757234	63801189
FAM205CP	9	34889061	34895775
MIR4319	18	42550047	42550131
ZNF519	18	14057456	14132489
LINC00395	13	64241814	64312151
	18	42710530	42761312
LINC00686	20	61326376	61331832
OR7E156P	13	64316498	64316945
	20	61363918	61366699
	13	64322132	64325213
CTSZ	20	57570240	57582302
LINC00659	20	61405480	61406764
	18	43003729	43063183
GLULP4	9	34917172	34918293
RNU6-81P	13	64357934	64358037
OGFR-AS1	20	61431979	61436939
	HG243_PATCH	145407122	145410512
RTFDC1	20	55043647	55093943
PPP1R2P10	13	64385147	64385741
YWHAZP6	9	34922181	34922918
DPH3P1	20	61476490	61477543
SYF2P2	9	35010700	35011282
RN7SL338P	9	35049268	35049558
	13	64402973	64418258
	18	43063310	43109820
ARF4P2	20	61503602	61504428
	9	35096375	35098138
BACH1-AS1	21	30742340	30743547
	9	35147407	35149181
OR7E104P	13	64411166	64411589
BACH1-IT2	21	30742944	30746029
	18	43087167	43130148
	20	61640735	61716423
	13	64411428	64412164
	15	80050891	80051104
	18	43226118	43227895
	21	30761707	30761810
NFYAP1	13	64549584	64550555
BACH1-IT3	21	30868367	30872706
RNU6-667P	15	80109691	80109792
	18	43249332	43327180
SPINT1	15	41136216	41150405
LINC00355	13	64560504	64650144
	21	31029726	31030151
	15	80124808	80125896
LINC00029	20	61665569	61668380
	15	80135889	80136646
	18	43368495	43368632
LGMNP1	13	65532229	65533528
RN7SKP26	18	43569619	43569911
GRIK1-AS1	21	31120494	31136321
	15	80236840	80237920
LINC01056	20	61669363	61685215
	18	43608272	43609795
	18	43656970	43657065
	15	80276493	80278066
STARP1	13	65883987	65885085
RNU6-1278P	18	43701581	43701687
HAR1B	20	61726845	61733671
	18	44302938	44303186
	15	80282247	80282948
ATP8B5P	9	35406752	35483026
	21	31462035	31470154
	15	80434400	80434469
	18	44336450	44340307
LINC00307	21	31581469	31584101
HNRNPA3P5	13	66362064	66362896
HAR1A	20	61733483	61735738
	15	80458265	80459322
	13	66438305	66438398
RPL8P2	21	31635698	31636199
	18	44383187	44383857
	15	80487826	80544555
LINC01052	13	66440306	66452351
	20	61758847	61760811
	18	44432595	44433845
MIR548X2	13	66540462	66540561
	20	61798149	61812255
MIR4704	13	66792382	66792456
	18	44603732	44617651
MIR124-3	20	61809852	61809938
TRIM60P19	13	66843129	66844590
	18	44632317	44634433
EBF4	20	2673524	2740753
MIR3196	20	61870131	61870194
LINC00927	15	80555410	80634147
PCDH9-AS1	13	66878003	66897693
MIR4326	20	61918160	61918218
RNU7-87P	13	67204847	67204908
RNU6-994P	20	61968691	61968801
PCDH9-AS2	13	67399301	67489163
	20	61991340	62002529
ZFAND6P1	9	35449745	35450349
PCDH9-AS3	13	67551564	67559908
RPL36AP33	9	35507561	35507870
PCDH9-AS4	13	67565018	67576139
	9	35592783	35592948
	20	62079404	62080682
RPSAP53	13	67840977	67841838
MIR4667	9	35608091	35608156
RNU6-188P	15	42719789	42719895
	20	62133640	62136464
	9	35642511	35643514
LINC00364	13	67946519	67954108
	15	42824065	42825038
TUBB1	20	57594309	57601709
	9	35646267	35647096
BCRP9	13	68364539	68364926
	20	62258580	62260177
	15	42859229	42862192
RMRP	9	35657748	35658015
NPM1P22	13	68406008	68406959
FGF7	15	49715293	49780972
OR7E111P	13	68476487	68477374
	15	42864125	42864631
RN7SL22P	9	35671773	35672039
	20	62376042	62377311
	9	35756709	35757937
OR7E33P	13	68485219	68486080
EIF4EBP2P2	15	42873354	42873686
POTEC	18	14507338	14543584
	15	80726136	80737493
	20	62439429	62447874
	9	35772160	35790429
ELL2P3	13	68863811	68865412
RNU1-134P	20	62540308	62540472
	15	43000890	43000990
MIR941-2	20	62550834	62550950
	9	35811473	35811547
	15	43031316	43035400
	15	80846950	80855285
HNRNPA1P18	13	68875737	68877434
MIR941-3	20	62551085	62551201
OR13E1P	9	35859059	35859980
DNTTIP1	20	44420576	44440066
MIR941-1	20	62551365	62551481
KRT8P50	15	43093166	43094603
NDUFA5P4	9	35874807	35875191
TCEB3CL2	18	44542731	44544607
RPL37P21	13	68905470	68905745
MIR1914	20	62572818	62572897
FDPSP4	15	43231508	43232556
JAM2	21	27011584	27089874
LINC00961	9	35909480	35911683
MIR647	20	62573984	62574079
RPS3AP52	13	69208322	69208618
RPS3AP47	15	43407897	43408691
	20	10342736	10342878
	9	35930009	35937148
SDAD1P2	20	10366427	10368454
RPL12P34	13	69228704	69229182
SPCS2P1	15	43423206	43423884
SLC52A2	HG243_PATCH	145409038	145416175
LINC00176	20	62665697	62671315
PGAM1P2	9	35943207	35943931
	18	44663389	44663661
ATP5E	20	57600522	57607437
TCEB3CL	18	44548658	44550534
RN7SL761P	13	69267938	69268213
	20	10593509	10594877
	15	43476277	43477339
RNU6-1131P	18	44760813	44760919
ZDHHC20P4	13	69559190	69560196
	20	10625847	10627014
	15	43539878	43539979
YBX1P10	9	35971341	35972315
	18	44812096	45120914
SNRPFP3	13	69675964	69676188
ATP5HP1	15	43560102	43560586
RPS27L	15	63418071	63450220
	20	62688156	62688437
LINC00383	13	69796478	69866286
	20	10653576	10975572
	15	43594294	43594970
OR13C6P	9	35991333	35992282
CICP4	20	62921540	62924351
LINC00401	13	69885465	69896233
RN7SL487P	15	43683633	43683925
MIR4527	18	44906867	44906936
TCEB3C	18	44554573	44556449
RNU6-554P	15	43894741	43894846
SRSF1P1	13	69982348	69982867
	15	43905880	43905983
	18	45027543	45084754
	9	36002993	36003660
	20	10733738	10734614
RNU6-610P	15	43929830	43929936
LINC00266-1	20	62921738	62944485
OR2S1P	9	36013181	36014130
PDIA3P2	15	43941321	43941478
RNY3P10	13	70377072	70377173
TPMTP1	18	45156483	45157219
	20	10733926	10745934
	15	80872370	80872907
PSMC1P13	13	70468233	70469217
	18	45229546	45230116
OR2AM1P	9	36021689	36022110
	20	10855981	10889920
MIR5572	15	80873444	80873580
RNU6-380P	15	80956113	80956219
	18	45379604	45379828
RNU4-53P	9	36267780	36267919
	15	80985557	80986048
ATXN8OS	13	70681345	70713561
FAT1P1	20	10869230	10869736
	18	45404666	45408815
HMGB3P24	9	36303496	36304921
MIR549	15	81134319	81134414
TCEB3B	18	44558943	44561988
	20	10981952	10982411
RNU6-708P	18	45696155	45696261
RNU6-54P	13	71033596	71033702
KRTAP13-6P	21	31728833	31729203
MIR4475	9	36823536	36823596
RNU7-191P	18	45918962	45919021
SOGA2P1	13	71497796	71498587
	15	81188531	81241208
MIR4327	21	31747612	31747696
FOXD4	9	116237	118417
	9	36856552	36861372
RNA5SP456	18	46001858	46001971
	20	11214818	11282173
LINC00348	13	71589273	71742549
	18	46004932	46005599
KRTAP13-5P	21	31808784	31809282
MIR4540	9	36864251	36864305
	15	81283145	81285599
MIR4743	18	46196971	46197039
MIR4476	9	36893459	36893528
RABEPKP1	13	71870342	71871367
KRTAP19-9P	21	31882625	31882815
	15	43955852	43976537
MIR4514	15	81289758	81289814
RPS11P1	20	11326031	11326503
	9	37002694	37008037
	18	46199946	46214790
H3F3BP1	13	72249199	72249601
KRTAP19-10P	21	31886931	31887117
ANP32BP3	15	81409976	81410681
	9	37046832	37047234
	20	11589084	11589696
	21	31898864	31899019
RPL21P109	13	72278313	72278787
	15	81595556	81601732
KRTAP19-11P	21	31909597	31909700
PGAM3P	20	11601699	11602125
	9	37073528	37075789
	21	31964786	31965076
	9	37078810	37079773
RPL35AP31	13	72420113	72420449
	20	11665792	11667971
	15	81616718	81654378
LINC00687	20	11781111	11851363
KRTAP21-4P	21	32114098	32114913
RPS10P21	13	72487842	72488316
	21	32135000	32135200
	20	11790813	11791095
KRTAP8-2P	21	32174560	32174745
RNA5SP32	13	72552226	72552344
RN7SKP111	20	11799469	11799739
	9	37079893	37090398
KRTAP8-3P	21	32179250	32179437
	13	73028040	73028105
	20	11819003	11819222
RAB8B	15	63481668	63559981
RPL18AP17	13	73034270	73034467
KRTAP7-1	21	32201357	32202078
	20	11890052	11899325
	13	73034657	73034739
	21	32201362	32202051
	20	12224543	12224944
	13	73160818	73160948
	20	12286261	12297133
RPL21P110	13	73277831	73278276
UBE3AP2	21	32432919	32435487
HSPE1P22	9	94789780	94790106
PA2G4P2	20	12360704	12361903
RNU6-80P	13	73280155	73280261
UBE2C	20	44441215	44445596
	9	94871140	94871271
	20	12845850	12933167
	9	37112545	37115487
	13	73425226	73425307
	21	32824779	32825536
	9	94871295	94872377
RNU6-79P	13	73455246	73455352
	9	37160134	37160234
	21	32931558	32932800
PSMD10P3	13	73610539	73610986
	20	12915525	12916431
	9	37205109	37205365
FBXW11P1	21	32999440	33000913
	9	37296020	37296101
GCNT7	20	55066548	55100981
	20	12930986	12932275
FABP5P1	13	73674713	73675123
SLMO2	20	57608200	57617964
	9	37322256	37322368
	9	94872450	94872796
FBXL6	HG243_PATCH	145410334	145414279
	9	37383175	37384431
	20	13054315	13054960
RNU6-66P	13	73687052	73687155
CHCHD4P3	9	37434174	37434583
	13	73698849	73698947
ISM1-AS1	20	13218448	13220321
RN7SL463P	9	37459392	37459706
RNU4-10P	13	73765665	73765804
STRCP1	15	43991686	44010382
HDHD2	18	44633774	44676891
RNY1P8	13	73801284	73801397
	20	13224711	13226016
	9	37477146	37478314
MARK2P12	13	73981905	73982489
GAPDHP2	20	13373324	13374321
	20	13936410	13936503
LINC00393	13	73987610	74222390
	9	37490418	37490890
RNU6-278P	20	13953962	13954070
ATP5J	21	27088815	27107984
RPS3P1	20	13984154	13984345
LINC00392	13	74138381	74162207
	9	37509147	37510296
AIMP1P1	20	14108046	14108982
LINC00402	13	74805594	74834113
RN7SL864P	20	14203687	14203976
RAB1C	9	37636685	37637290
RNY1P5	13	74863237	74863351
RNU6-228P	20	14332966	14333071
ZBTB26	9	125677845	125693779
	20	14527830	14528269
RPL21P108	13	74951300	74952088
RN7SKP171	9	37661744	37662046
	15	81702858	81711358
FAM209A	20	55092243	55101198
MACROD2-IT1	20	14535030	14617170
	9	37836041	37836391
LINC00381	13	74993310	75009296
DTWD1	15	49913177	49937333
	15	81719789	82047558
	9	94872857	94873150
PAICSP1	9	37878113	37879490
RPS10P2	20	14738209	14738702
	15	81846344	81989121
CPXM1	20	2774715	2781283
	9	37885680	37886387
MACROD2-AS1	20	14864899	14910161
	15	81926228	81934531
LINC00347	13	75117975	75139582
RNU7-124P	9	37936704	37936765
FAM209B	20	55108302	55111576
	20	14914489	14916009
	9	38147425	38147558
MTND4P15	9	94873147	94874179
	15	81952823	82163466
	9	38190404	38190504
RNU6-1159P	20	15002199	15002305
	9	38360424	38376427
RNU6-115P	20	15003498	15003604
RNU6-353P	15	43994561	43994668
	15	82245644	82288007
RNA5SP475	20	15261410	15261519
	9	38452779	38454067
	15	44005342	44005445
	20	15532802	15533530
	15	82302553	82302948
	20	15539025	15539113
	9	38478468	38479347
	15	82336635	82336717
RIOK3P1	13	75402690	75404217
ENSAP1	20	15600139	15600464
RNU1-77P	15	82466565	82466726
RNU6-38P	13	75683724	75683830
	9	38486856	38488335
PPIAP17	20	16204395	16205180
SSR1P2	13	75710291	75711077
CATSPER2P1	15	44019116	44039292
VN1R48P	9	38504444	38505479
	20	16390942	16391036
	13	75783114	75783173
RHOV	15	41164412	41166487
	9	38526828	38527029
RPLP0P1	20	16566978	16567338
CTAGE11P	13	75812080	75814432
	20	16651286	16651387
FAM220BP	9	38527094	38527909
LINC01078	13	75824616	75826148
	20	16664753	16665049
ADAMTS7P1	15	82590891	82626963
FURIN	15	91411822	91426688
TBC1D4-AS1	13	75949647	75951430
	9	38540564	38542762
	20	16695489	16711593
NIPA2	15	23004684	23034427
CYP4F33P	9	38542311	38542566
	20	16838607	16844793
	13	76123909	76381256
	9	38542386	38543212
	20	16963477	16963678
	9	38542476	38568419
RNU6-27P	20	17168155	17168261
	18	44661027	44702652
	20	17168779	17168989
	9	38543101	38543443
	18	46352422	46361141
RNU1-131P	20	17189705	17189865
SNX18P3	9	38566257	38568208
	18	46489321	46490311
	13	76178836	76210130
DYNLT3P1	20	17459730	17460076
ADCK5	HG243_PATCH	145428004	145448145
	18	46550073	46574844
	13	76205407	76206271
RPS27AP2	20	17497488	17497952
FAM201A	9	38620471	38624987
FAM204CP	13	76262692	76263333
MIR4744	18	46576057	46576138
	9	94894680	94900911
RN7SKP69	20	17556851	17557155
	13	76452849	76455263
	18	46642671	46652849
	20	17579900	17580452
LINC00561	13	76506531	76509268
	20	17823227	17823372
	18	46732282	46735151
GABPA	21	27106881	27144771
	20	17868007	17868804
	9	38643039	38643765
LINC01034	13	76587159	76588637
	18	46958114	46973790
RNU6-192P	20	17884406	17884505
RNU6-765P	9	38680003	38680101
RN7SL571P	13	76709067	76709360
TFAP2C	20	55204358	55214339
SNORD17	20	17943353	17943589
	13	77460456	77460535
	18	46996173	46996593
	9	38804004	38851913
BTF3P11	13	77502200	77502970
PTMAP3	20	17992599	17992928
	18	47010906	47012519
VN2R3P	9	39016966	39039591
	20	18040137	18051652
RPL7P44	13	77555310	77556051
MIR1539	18	47013709	47018248
	9	39154072	39155476
SNORD58C	18	47015615	47015678
RPL15P1	20	18070760	18071359
ZNF831	20	57766075	57834168
DHX9P1	13	77559003	77562078
SNORD58A	18	47017653	47017717
	9	39159068	39160316
TNNC2	20	44451853	44462384
	21	33025906	33031813
VPS18	15	41186628	41196173
SNORD58B	18	47018034	47018099
	9	39173791	39174510
	21	33036619	33036795
SRP72P1	18	47021517	47023266
APH1B	15	63568217	63601325
RNU6-354P	15	44026377	44026483
	21	33039041	33039560
RN7SL640P	9	39191097	39191355
MYCBP2-AS1	13	77649649	77672677
MIR1282	15	44085857	44085957
	9	39368376	39368790
RNU7-137P	20	18076215	18076276
	18	47025760	47028230
HMGN1P2	21	33078868	33079177
	20	18094111	18094223
	15	44156091	44156203
	20	18150549	18150633
FAM74A5	9	39371062	39376913
SMUG1P1	18	47176720	47177530
	21	33108045	33108720
PIN4P1	15	44168047	44168442
	20	18200757	18201156
TPT1P1	21	33212653	33213170
	9	39384503	39405302
	18	47266193	47268433
ACTBP7	15	44281259	44282382
MYCBP2-AS2	13	77654646	77655325
RN7SL14P	20	18239200	18239495
RABGAP1	9	125703112	125867145
	18	47340393	47377429
	9	39395734	39397403
RNU2-56P	20	18246334	18246523
SCEL-AS1	13	78173890	78180686
RN7SKP74	20	18275787	18276095
GAPDHP55	15	44355709	44356511
IER3IP1	18	44681413	44702745
	20	18294409	18295755
SCARNA17	18	47340503	47340646
	15	44564040	44564218
RNY3P7	13	78197507	78197607
	9	39443804	39464526
	18	47340731	47340813
	20	18303196	18339944
	15	44571085	44571275
SPTLC1P5	13	78233548	78233799
	18	47397925	47398036
	15	44575957	44576117
MIR3665	13	78272147	78272251
RNA5SP457	18	47472636	47472759
RNY4P11	20	18309650	18309746
	18	47496091	47497327
EDNRB-AS1	13	78402357	78408085
LINC00851	20	18359693	18362128
ADAD1P2	18	47590165	47590810
	9	39485380	39485866
GCNT1P1	20	18400804	18402098
	18	47625112	47625532
	9	39631025	39632395
RN7SL310P	18	47733370	47733648
RNA5SP476	20	18414486	18414588
	18	47828560	47839965
MIR3192	20	18451259	18451335
RNA5SP458	18	47845372	47845490
	9	39651897	39652392
	18	47927311	47927418
LINC00475	9	94903580	94922396
ATP5A1P9	9	39654198	39655518
RPL21P3	20	18465909	18466696
RPLP0P11	18	47984257	47985165
EDN3	20	57875482	57901047
DLL4	15	41221538	41231237
RN7SL462P	9	39720399	39720657
	18	48195880	48196585
	9	39722430	39817308
RPS19P1	20	18485277	18485710
RNF219-AS1	13	78493824	79191463
	20	18526352	18526428
	9	39722432	39817308
	9	39860052	39860359
LINC00493	20	18548064	18550207
	9	39897660	39897987
TMEM239	20	2795614	2800930
FAM74A1	9	39900346	39906219
RN7SL638P	20	18572974	18573261
	9	39925026	39926970
RNU6ATAC34P	20	18591691	18591811
DUXAP7	20	18623426	18624278
	13	78513297	78519009
VN2R4P	9	40063116	40085739
RN7SL810P	13	78521628	78521907
	20	18655039	18679353
LINC01069	13	78563507	78564781
	20	2795614	2798712
EEF1A1P34	20	18763068	18764334
LINC00446	13	78587018	78627730
	9	94907365	94907468
ANKRD30B	18	14728271	14852737
UBE2Q2P2	15	82647360	82712277
BMP7	20	55743804	55841685
	13	78849855	78851649
	9	40293025	40339528
SRGNP1	13	78859973	78860423
LINC00652	20	18768295	18774979
SKOR2	18	44746293	44775554
C20orf141	20	2795633	2796479
RNY3P3	13	78929362	78929463
RPL31P54	13	78996958	78997327
CPSF1	HG243_PATCH	145448132	145464191
	20	18775173	18776711
TCEB1P23	13	79062317	79062648
VN2R5P	9	40371838	40394460
	20	19106429	19106551
	9	94912664	94919727
UBE2Q2P6	15	82664459	82748784
	20	19193496	19194121
	13	79170264	79173754
	13	79239973	79240065
	20	19222946	19265240
	9	40479776	40481177
GPR21	9	125796806	125797975
	15	82710856	82726435
RPL21P111	13	79335310	79335786
	20	19321940	19322016
	9	40491622	40633282
	20	19570741	19570831
CBWD1	9	121041	188979
BEND3P2	9	94933523	94935776
LINC00331	13	79361454	79366442
	9	94967638	94972440
CSPG4P8	15	82751614	82769399
	20	19673853	19678220
SNORA84	9	95054743	95054875
RN7SL422P	9	40516806	40517064
HSPD1P8	13	79423366	79425343
